App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Easy Player 3,Best app in this category. Highly recommended!,Positive,0.6236,0.9973
Easy Player 3,Great app! Love it!,Positive,0.9905,0.7296
Easy Player 3,Not worth the download. Save your time.,Negative,-0.7512,0.6332
Easy Player 3,"Some features are good, others need work.",Neutral,-0.3888,0.76
Easy Player 3,Amazing performance and great UI.,Positive,0.848,0.5397
Easy Player 3,I'm very satisfied with this app.,Positive,0.5669,0.92
Pro Manager 6,Didn't work as advertised. Uninstalled.,Negative,-0.7451,0.5957
Pro Manager 6,Great app! Love it!,Positive,0.5896,0.458
Pro Manager 6,Very useful and easy to use.,Positive,0.6647,0.7115
Pro Manager 6,Didn't work as advertised. Uninstalled.,Negative,-0.6639,0.9283
Pro Manager 6,Best app in this category. Highly recommended!,Positive,0.8466,0.3496
Pro Manager 6,This app is exactly what I was looking for!,Positive,0.8088,0.7511
Pro Manager 6,Amazing performance and great UI.,Positive,0.5101,0.6356
Pro Manager 6,Works perfectly on my device. No issues at all.,Positive,0.6074,0.3282
Pro Manager 6,Works perfectly on my device. No issues at all.,Positive,0.9966,0.8308
Pro Manager 6,Poor customer support and too expensive.,Negative,-0.7616,0.4895
Best Tracker 1,This app is amazing. I use it every day.,Positive,0.9729,0.9509
Best Tracker 1,Amazing performance and great UI.,Positive,0.8734,0.9004
Best Tracker 1,I'm very satisfied with this app.,Positive,0.5923,0.5388
Best Tracker 1,Excellent features and intuitive interface.,Positive,0.5325,0.8777
Best Tracker 1,Excellent features and intuitive interface.,Positive,0.9321,0.6252
Best Tracker 1,I'm having issues with the latest update.,Negative,-0.7857,0.3887
Best Tracker 1,Best app in this category. Highly recommended!,Positive,0.9705,0.6405
Best Tracker 1,Amazing performance and great UI.,Positive,0.7879,0.4145
Best Tracker 1,I'm very satisfied with this app.,Positive,0.5062,0.9159
Best Tracker 1,Works perfectly on my device. No issues at all.,Positive,0.5164,0.6275
Fantastic Player 3,"Waste of money, don't buy it.",Negative,-0.5738,0.6839
Fantastic Player 3,Works perfectly on my device. No issues at all.,Positive,0.674,0.9245
Fantastic Player 3,Amazing performance and great UI.,Positive,0.9999,0.8903
Fantastic Player 3,Works perfectly on my device. No issues at all.,Positive,0.8131,0.7927
Fantastic Player 3,Very frustrating experience using this app.,Negative,-0.6051,0.7328
Fantastic Player 3,Great app! Love it!,Positive,0.738,0.7825
Fantastic Player 3,"Very disappointing, too many ads.",Negative,-0.7096,0.5717
Fantastic Player 3,The app is very helpful and well designed.,Positive,0.7878,0.5964
Fantastic Player 3,The app is very helpful and well designed.,Positive,0.8315,0.8968
Fantastic Player 3,Works perfectly on my device. No issues at all.,Positive,0.9878,0.5333
Super Player 7,Very useful and easy to use.,Positive,0.9781,0.8367
Super Player 7,"Some features are good, others need work.",Neutral,0.1725,0.8517
Super Player 7,I'm having issues with the latest update.,Negative,-0.8211,0.4928
Super Player 7,The app is very slow and buggy.,Negative,-0.7505,0.9521
Super Player 7,This app is exactly what I was looking for!,Positive,0.6782,0.8827
Super Player 7,The app is very slow and buggy.,Negative,-0.8792,0.6568
Super Player 7,Great app! Love it!,Positive,0.672,0.998
Super Player 7,Didn't work as advertised. Uninstalled.,Negative,-0.976,0.8428
Super Player 7,Amazing performance and great UI.,Positive,0.5749,0.7003
Super Player 7,This app is exactly what I was looking for!,Positive,0.5058,0.3912
HD Wallet 7,Very useful and easy to use.,Positive,0.849,0.3011
HD Wallet 7,I'm having issues with the latest update.,Negative,-0.7061,0.3448
HD Wallet 7,Not worth the download. Save your time.,Negative,-0.79,0.4343
HD Wallet 7,Best app in this category. Highly recommended!,Positive,0.707,0.489
HD Wallet 7,Amazing performance and great UI.,Positive,0.7715,0.482
HD Wallet 7,Great app! Love it!,Positive,0.7825,0.9011
HD Wallet 7,This app is amazing. I use it every day.,Positive,0.8368,0.3805
HD Wallet 7,Poor customer support and too expensive.,Negative,-0.541,0.9383
HD Wallet 7,Didn't work as advertised. Uninstalled.,Negative,-0.809,0.9698
HD Wallet 7,I'm very satisfied with this app.,Positive,0.8428,0.8312
Best Planner 3,Excellent features and intuitive interface.,Positive,0.6263,0.6057
Best Planner 3,Very useful and easy to use.,Positive,0.5076,0.4541
Best Planner 3,Best app in this category. Highly recommended!,Positive,0.5856,0.9113
Best Planner 3,Didn't work as advertised. Uninstalled.,Negative,-0.7387,0.8474
Best Planner 3,Works perfectly on my device. No issues at all.,Positive,0.745,0.3773
Best Planner 3,Best app in this category. Highly recommended!,Positive,0.8603,0.836
Best Planner 3,Excellent features and intuitive interface.,Positive,0.509,0.954
Best Planner 3,The app is very helpful and well designed.,Positive,0.9493,0.9588
Best Planner 3,This app keeps crashing on my device.,Negative,-0.511,0.996
Best Planner 3,I'm very satisfied with this app.,Positive,0.5111,0.9084
HD Browser 1,Works perfectly on my device. No issues at all.,Positive,0.9635,0.7656
HD Browser 1,I'm having issues with the latest update.,Negative,-0.9998,0.7173
HD Browser 1,The app is okay but could be better.,Neutral,-0.2516,0.7562
HD Browser 1,Didn't work as advertised. Uninstalled.,Negative,-0.9758,0.404
HD Browser 1,Excellent features and intuitive interface.,Positive,0.9616,0.6201
HD Browser 1,Needs a lot of improvements.,Negative,-0.7554,0.8557
HD Browser 1,Poor customer support and too expensive.,Negative,-0.7313,0.3158
HD Browser 1,Best app in this category. Highly recommended!,Positive,0.6958,0.7353
HD Browser 1,"Not bad, but not great either.",Neutral,-0.088,0.5846
HD Browser 1,This app is exactly what I was looking for!,Positive,0.6619,0.3954
Awesome Editor 5,"Waste of money, don't buy it.",Negative,-0.6329,0.7632
Awesome Editor 5,I'm having issues with the latest update.,Negative,-0.5979,0.7614
Awesome Editor 5,Works perfectly on my device. No issues at all.,Positive,0.9079,0.8618
Awesome Editor 5,This app keeps crashing on my device.,Negative,-0.7934,0.5839
Awesome Editor 5,Didn't work as advertised. Uninstalled.,Negative,-0.7031,0.8404
Awesome Editor 5,The app is very slow and buggy.,Negative,-0.7903,0.9758
Awesome Editor 5,"Waste of money, don't buy it.",Negative,-0.7574,0.6794
Awesome Editor 5,"Not bad, but not great either.",Neutral,-0.1483,0.4415
Awesome Editor 5,Acceptable performance with some minor issues.,Neutral,-0.0898,0.5008
Awesome Editor 5,Very useful and easy to use.,Positive,0.9997,0.4876
Easy Browser 4,Excellent features and intuitive interface.,Positive,0.647,0.4511
Easy Browser 4,Very useful and easy to use.,Positive,0.9425,0.4551
Easy Browser 4,I'm very satisfied with this app.,Positive,0.9368,0.834
Easy Browser 4,Very useful and easy to use.,Positive,0.9237,0.3067
Easy Browser 4,Excellent features and intuitive interface.,Positive,0.5331,0.5568
Easy Browser 4,This app is exactly what I was looking for!,Positive,0.7485,0.827
Easy Browser 4,Not worth the download. Save your time.,Negative,-0.7742,0.5856
Easy Browser 4,Very frustrating experience using this app.,Negative,-0.756,0.4084
Easy Browser 4,I'm very satisfied with this app.,Positive,0.9555,0.9952
Easy Browser 4,The app is very helpful and well designed.,Positive,0.9906,0.8313
Ultimate Browser 3,Excellent features and intuitive interface.,Positive,0.5511,0.8912
Ultimate Browser 3,Very useful and easy to use.,Positive,0.9242,0.3143
Ultimate Browser 3,Very frustrating experience using this app.,Negative,-0.5688,0.4984
Ultimate Browser 3,Didn't work as advertised. Uninstalled.,Negative,-0.8893,0.3244
Ultimate Browser 3,Very useful and easy to use.,Positive,0.9045,0.8603
Ultimate Browser 3,This app is exactly what I was looking for!,Positive,0.9136,0.5975
Ultimate Browser 3,Amazing performance and great UI.,Positive,0.7681,0.6144
Ultimate Browser 3,I'm very satisfied with this app.,Positive,0.7943,0.5854
Ultimate Browser 3,Needs a lot of improvements.,Negative,-0.5196,0.6497
Ultimate Browser 3,Amazing performance and great UI.,Positive,0.7245,0.676
Magic Messenger 9,This app is exactly what I was looking for!,Positive,0.9402,0.6036
Magic Messenger 9,Excellent features and intuitive interface.,Positive,0.749,0.6879
Magic Messenger 9,Works perfectly on my device. No issues at all.,Positive,0.5859,0.7576
Magic Messenger 9,Very useful and easy to use.,Positive,0.9736,0.3952
Magic Messenger 9,This app is amazing. I use it every day.,Positive,0.5171,0.4193
Magic Messenger 9,Very useful and easy to use.,Positive,0.855,0.6736
Magic Messenger 9,Best app in this category. Highly recommended!,Positive,0.9994,0.9911
Magic Messenger 9,This app keeps crashing on my device.,Negative,-0.8315,0.7098
Magic Messenger 9,Works perfectly on my device. No issues at all.,Positive,0.6547,0.7243
Magic Messenger 9,This app is exactly what I was looking for!,Positive,0.8291,0.4847
Cool Camera 4,This app is exactly what I was looking for!,Positive,0.503,0.5633
Cool Camera 4,The app is very helpful and well designed.,Positive,0.7356,0.7014
Cool Camera 4,"It's just what you'd expect, nothing more.",Neutral,0.102,0.8491
Cool Camera 4,The app is very slow and buggy.,Negative,-0.547,0.9045
Cool Camera 4,Not worth the download. Save your time.,Negative,-0.6811,0.6543
Cool Camera 4,The app is very slow and buggy.,Negative,-0.6286,0.8926
Cool Camera 4,Excellent features and intuitive interface.,Positive,0.9503,0.8766
Cool Camera 4,"Very disappointing, too many ads.",Negative,-0.89,0.572
Cool Camera 4,Needs a lot of improvements.,Negative,-0.7981,0.4503
Cool Camera 4,The app is very helpful and well designed.,Positive,0.9032,0.6572
Premium Scanner 7,Acceptable performance with some minor issues.,Neutral,0.3857,0.5738
Premium Scanner 7,The app is very helpful and well designed.,Positive,0.7131,0.5013
Premium Scanner 7,This app is amazing. I use it every day.,Positive,0.867,0.3215
Premium Scanner 7,"Waste of money, don't buy it.",Negative,-0.9481,0.3865
Premium Scanner 7,This app is amazing. I use it every day.,Positive,0.874,0.4379
Premium Scanner 7,I'm having issues with the latest update.,Negative,-0.5727,0.4613
Premium Scanner 7,Amazing performance and great UI.,Positive,0.7088,0.8157
Premium Scanner 7,Amazing performance and great UI.,Positive,0.6245,0.7133
Premium Scanner 7,Excellent features and intuitive interface.,Positive,0.5636,0.579
Premium Scanner 7,Excellent features and intuitive interface.,Positive,0.9232,0.6433
Pro Browser 1,I'm very satisfied with this app.,Positive,0.8524,0.5374
Pro Browser 1,The app is very helpful and well designed.,Positive,0.8858,0.5459
Pro Browser 1,"Waste of money, don't buy it.",Negative,-0.8456,0.7612
Pro Browser 1,The app is very helpful and well designed.,Positive,0.5081,0.3819
Pro Browser 1,Very useful and easy to use.,Positive,0.8341,0.9271
Pro Browser 1,Works perfectly on my device. No issues at all.,Positive,0.8138,0.5495
Pro Browser 1,The app is very helpful and well designed.,Positive,0.5685,0.6547
Pro Browser 1,Very useful and easy to use.,Positive,0.7463,0.5373
Pro Browser 1,Works perfectly on my device. No issues at all.,Positive,0.8433,0.8889
Pro Browser 1,Excellent features and intuitive interface.,Positive,0.761,0.4087
Super Notes 9,Poor customer support and too expensive.,Negative,-0.799,0.892
Super Notes 9,Great app! Love it!,Positive,0.6471,0.3605
Super Notes 9,Poor customer support and too expensive.,Negative,-0.7115,0.5396
Super Notes 9,Works perfectly on my device. No issues at all.,Positive,0.6507,0.9776
Super Notes 9,I'm having issues with the latest update.,Negative,-0.8491,0.7552
Super Notes 9,Works perfectly on my device. No issues at all.,Positive,0.921,0.7084
Super Notes 9,The app is very helpful and well designed.,Positive,0.8602,0.6581
Super Notes 9,Decent app but missing some key features.,Neutral,-0.153,0.5047
Super Notes 9,The app is very slow and buggy.,Negative,-0.9754,0.7014
Super Notes 9,Very frustrating experience using this app.,Negative,-0.9587,0.3883
Fantastic Browser 6,This app is exactly what I was looking for!,Positive,0.8286,0.6073
Fantastic Browser 6,Excellent features and intuitive interface.,Positive,0.7628,0.6477
Fantastic Browser 6,The app is very helpful and well designed.,Positive,0.7409,0.387
Fantastic Browser 6,Very useful and easy to use.,Positive,0.804,0.3733
Fantastic Browser 6,This app is exactly what I was looking for!,Positive,0.9178,0.8487
Fantastic Browser 6,The app is very slow and buggy.,Negative,-0.791,0.6959
Fantastic Browser 6,Poor customer support and too expensive.,Negative,-0.6813,0.8014
Fantastic Browser 6,This app is amazing. I use it every day.,Positive,0.5022,0.9473
Fantastic Browser 6,This app is exactly what I was looking for!,Positive,0.9575,0.4187
Fantastic Browser 6,Didn't work as advertised. Uninstalled.,Negative,-0.5308,0.9399
Smart Planner 5,This app is exactly what I was looking for!,Positive,0.5036,0.3426
Smart Planner 5,Best app in this category. Highly recommended!,Positive,0.5498,0.4907
Smart Planner 5,Not worth the download. Save your time.,Negative,-0.7531,0.3068
Smart Planner 5,Amazing performance and great UI.,Positive,0.5259,0.9596
Smart Planner 5,Amazing performance and great UI.,Positive,0.5791,0.537
Smart Planner 5,This app is amazing. I use it every day.,Positive,0.8034,0.7387
Smart Planner 5,Not worth the download. Save your time.,Negative,-0.9442,0.4034
Smart Planner 5,I'm very satisfied with this app.,Positive,0.8885,0.9107
Smart Planner 5,The app is very helpful and well designed.,Positive,0.9153,0.4009
Smart Planner 5,The app is okay but could be better.,Neutral,0.188,0.3773
Super Compass 8,The app is very slow and buggy.,Negative,-0.6735,0.6516
Super Compass 8,Didn't work as advertised. Uninstalled.,Negative,-0.7032,0.4149
Super Compass 8,Best app in this category. Highly recommended!,Positive,0.8636,0.3751
Super Compass 8,This app is amazing. I use it every day.,Positive,0.8218,0.3616
Super Compass 8,Not worth the download. Save your time.,Negative,-0.8168,0.8291
Super Compass 8,Acceptable performance with some minor issues.,Neutral,0.2909,0.9505
Super Compass 8,I'm very satisfied with this app.,Positive,0.6076,0.8778
Super Compass 8,"It's just what you'd expect, nothing more.",Neutral,0.0616,0.4922
Super Compass 8,Not worth the download. Save your time.,Negative,-0.6191,0.8414
Super Compass 8,"Very disappointing, too many ads.",Negative,-0.6775,0.896
HD Planner 4,Poor customer support and too expensive.,Negative,-0.6075,0.4344
HD Planner 4,Didn't work as advertised. Uninstalled.,Negative,-0.523,0.8426
HD Planner 4,Very frustrating experience using this app.,Negative,-0.6319,0.6999
HD Planner 4,Great app! Love it!,Positive,0.8392,0.7254
HD Planner 4,Best app in this category. Highly recommended!,Positive,0.5841,0.7857
HD Planner 4,Poor customer support and too expensive.,Negative,-0.8137,0.4837
HD Planner 4,Not worth the download. Save your time.,Negative,-0.6813,0.6874
HD Planner 4,Very useful and easy to use.,Positive,0.9713,0.8726
HD Planner 4,Great app! Love it!,Positive,0.8212,0.7759
HD Planner 4,Excellent features and intuitive interface.,Positive,0.5827,0.9844
Super Assistant 4,This app is exactly what I was looking for!,Positive,0.5237,0.3289
